word,other,cos_image,cos_word
apple,baby,1.011700515343695,1.0682491924494628
apple,ball,0.9702253283036809,1.0066027963235857
apple,bear,1.0266636260660988,0.9841140423796868
apple,block,1.0171556583989207,0.9343216612615387
apple,book,1.0031703915081112,1.0693792183654085
apple,bottle,1.0158226628091909,0.9095206953986446
apple,car,0.9308873444167108,0.9240984719248745
apple,cat,0.9859936531817198,1.019517982738607
apple,chair,1.0310160626030807,1.0339871237498002
apple,cow,1.026727442802356,1.035433039992267
apple,cup,1.0101386334582734,0.9268279843131246
apple,dog,1.007477114020135,0.9791389992206022
apple,duck,0.9892466281441217,0.9890303122793492
apple,egg,1.0179567538608965,0.8993147067944223
apple,elephant,1.0124022878830061,1.047983242872318
apple,fish,0.9869234299631203,1.0659498762581956
apple,frog,0.9875869105115549,1.0475045607849705
apple,giraffe,1.038848561454207,0.9915998699669157
apple,milk,1.008376449687558,0.9822490548284751
apple,monkey,0.962255279094974,0.9937301453291214
apple,pig,1.0005752213782169,0.9235733171982872
apple,puppy,0.9681389679503764,1.0419788146845694
apple,spoon,0.9998409711186295,0.9556221009157742
apple,train,1.0116489009768321,1.013149131228758
apple,truck,1.013616484095727,1.0719261098555768
apple,water,1.0061239026907756,1.0012431808598556
baby,apple,1.011700515343695,1.0682491924494628
baby,ball,0.9548747920684163,1.039471678111823
baby,bear,0.9976381674395087,0.9473707924992705
baby,block,0.969393352447863,1.052429001448693
baby,book,1.0155363112353337,0.936632992870307
baby,bottle,1.01253718479196,0.9591377020807791
baby,car,1.0123672833214066,0.9046578076151485
baby,cat,1.0071009391154409,0.9501177490578091
baby,chair,1.0397751247123268,1.010796102629142
baby,cow,0.9780608477919213,1.0880554454118982
baby,cup,1.0069167390453668,1.0267242322963837
baby,dog,0.9859641027325144,1.0562623133070614
baby,duck,1.0170086682797426,1.0531086128618634
baby,egg,0.968931306382743,1.1194442948169137
baby,elephant,1.0055362896505793,1.0312177786578531
baby,fish,1.0271094819010664,0.8535047034648057
baby,frog,1.0005984472596836,1.122271563594134
baby,giraffe,1.0534155629178537,1.0049048551219746
baby,milk,1.0063721404498562,1.0325668166717288
baby,monkey,1.0141250139973772,1.0066406934400194
baby,pig,0.9938605224965245,1.0381563643106406
baby,puppy,0.9963017844701691,0.9746824197893666
baby,spoon,1.012809490209084,0.9948380511548915
baby,train,1.0190784133586577,0.9227147967378907
baby,truck,0.9922516194474562,0.9495153533403295
baby,water,0.9978699217122837,0.8901755254197689
ball,apple,0.9702253283036809,1.0066027963235857
ball,baby,0.9548747920684163,1.039471678111823
ball,bear,0.9968881214512364,0.9469084866462124
ball,block,0.9664114385303759,0.981505414527995
ball,book,1.0054812853639583,1.0214853464380618
ball,bottle,0.9666190137328547,1.0467732274033548
ball,car,0.9989513016738731,1.0157287777590154
ball,cat,1.000725669896487,1.0110667047739654
ball,chair,0.9896907590671334,0.9733186721878281
ball,cow,0.9845571359683308,1.039718053171091
ball,cup,1.0034061976477842,1.0778173744725186
ball,dog,1.0179530121254419,1.0685384498953878
ball,duck,0.9684665550746903,1.0732594836430622
ball,egg,0.9852225948954613,1.057146090209301
ball,elephant,0.9723062433019083,1.0081818242686713
ball,fish,1.0046241390856823,0.9645761777329904
ball,frog,0.9965784504624209,1.015923065507338
ball,giraffe,0.9966648853961212,0.9622596663594556
ball,milk,0.9823797867112998,0.9830982555783208
ball,monkey,0.9773157147820913,0.897591205619938
ball,pig,0.975457834886937,0.9363065239170035
ball,puppy,0.9675827845566588,1.028803637436824
ball,spoon,1.002793913866584,1.0726824656217044
ball,train,0.9535825931780809,0.9440305682992078
ball,truck,1.0224530960934932,0.9775747824554745
ball,water,0.9912807676304245,0.9397896829436109
bear,apple,1.0266636260660988,0.9841140423796868
bear,baby,0.9976381674395087,0.9473707924992705
bear,ball,0.9968881214512364,0.9469084866462124
bear,block,0.9989206612982472,1.0003272657984439
bear,book,1.0285988143980584,1.0255316981261466
bear,bottle,0.9841333384105075,0.9400255469421256
bear,car,0.9436356098122645,1.0116669109359893
bear,cat,0.9672235116837904,1.0521149725669157
bear,chair,1.0146079136688706,0.9978146100545747
bear,cow,1.0280085557134682,0.8542656442833789
bear,cup,1.0523734412375516,0.9062493056455818
bear,dog,0.9618129935868676,0.9914405421115096
bear,duck,0.9900527497146662,1.1037086624674308
bear,egg,0.9695454198299409,0.9854799309717632
bear,elephant,1.0095696588373555,1.0491051301459742
bear,fish,1.008878448784445,1.0645248892609747
bear,frog,0.9454229265317439,0.9981572666224201
bear,giraffe,1.009178093185277,1.0379410707898429
bear,milk,1.009132575190691,1.0007843141754054
bear,monkey,0.993255119772472,1.0532280743058215
bear,pig,1.0311717294104035,0.9749318079139866
bear,puppy,0.985207844351364,0.9511035358932795
bear,spoon,1.0055482232386501,0.9809321390641498
bear,train,1.0170534099440631,1.0500928324296077
bear,truck,1.0013453100057272,0.9782433397156836
bear,water,0.9919742370534682,0.999017236761024
block,apple,1.0171556583989207,0.9343216612615387
block,baby,0.969393352447863,1.052429001448693
block,ball,0.9664114385303759,0.981505414527995
block,bear,0.9989206612982472,1.0003272657984439
block,book,1.0266046364864696,1.0212911351186393
block,bottle,1.0018523750161141,1.0335456289494354
block,car,0.9787135897166299,1.0877529336280622
block,cat,0.9931942191726173,1.0328951453793833
block,chair,0.949407236158214,0.9756004254521181
block,cow,1.0045667147694588,0.9662317534270957
block,cup,1.0284923695257286,0.9227703737165118
block,dog,0.9824315791870947,1.0361141548707957
block,duck,0.9929692282960797,0.926060704098282
block,egg,0.9998409854817685,1.0382909095373327
block,elephant,1.0196209213372383,1.055751273502915
block,fish,0.9899703049240404,1.0415344029795466
block,frog,1.0431358920797063,1.0503861373241863
block,giraffe,1.0006427112960898,0.99664310770411
block,milk,0.986002953286921,1.0719680836234595
block,monkey,0.9912310580264948,1.0254035162774449
block,pig,1.035099918413517,0.9394154681273852
block,puppy,1.0410650464827502,0.9849714198377205
block,spoon,1.0180216704434049,1.0127905316761177
block,train,1.0393746928647456,0.9834993724141153
block,truck,1.0221745449228299,0.9371624368700975
block,water,1.012288712871677,0.9634229924489904
book,apple,1.0031703915081112,1.0693792183654085
book,baby,1.0155363112353337,0.936632992870307
book,ball,1.0054812853639583,1.0214853464380618
book,bear,1.0285988143980584,1.0255316981261466
book,block,1.0266046364864696,1.0212911351186393
book,bottle,0.9846797399891987,1.065275882725907
book,car,0.9879565136782243,0.9259995616185984
book,cat,1.0050129820861609,1.0188905399983759
book,chair,0.9935518102801763,0.9729200753755608
book,cow,1.027408607630631,0.9905479376557863
book,cup,0.9844100882457609,1.0503382040602778
book,dog,0.9987959939088994,1.0011492081399982
book,duck,0.9963913263345547,0.899979603706206
book,egg,0.9944730458818851,0.9674128881228911
book,elephant,0.9991095529474956,1.0125343708455028
book,fish,0.9785580549210623,1.012523443126738
book,frog,0.9751174326723911,0.96581200778587
book,giraffe,0.9931331965386598,0.9799395039968996
book,milk,0.9859541396521406,1.0037006557472783
book,monkey,0.9932533388570948,1.0312253005164589
book,pig,1.0055740468254852,0.9155459672564802
book,puppy,0.980335524407286,0.976361719768129
book,spoon,0.9848587413788384,0.9614769014578546
book,train,0.9738070280659603,1.0033835564718128
book,truck,0.9694725883174397,1.049095088555449
book,water,0.9935881115313159,0.9578510887086797
bottle,apple,1.0158226628091909,0.9095206953986446
bottle,baby,1.01253718479196,0.9591377020807791
bottle,ball,0.9666190137328547,1.0467732274033548
bottle,bear,0.9841333384105075,0.9400255469421256
bottle,block,1.0018523750161141,1.0335456289494354
bottle,book,0.9846797399891987,1.065275882725907
bottle,car,1.0203672478693928,0.9671197261203427
bottle,cat,0.9964463505921958,1.097944270215689
bottle,chair,0.996406400086854,1.0207790622028892
bottle,cow,0.988558962888489,1.080440829733432
bottle,cup,1.0203251831686186,1.0158398996063864
bottle,dog,1.0134357762356159,1.00106562122359
bottle,duck,0.9742643395121714,1.0217043564608237
bottle,egg,0.9820467622607386,1.0796800192340712
bottle,elephant,0.9926497719032326,0.9967591038628436
bottle,fish,1.0130267426488124,1.0487844243419442
bottle,frog,0.9829023645798008,0.923054082951386
bottle,giraffe,1.0156168611410679,0.9204072859262105
bottle,milk,1.0442903917631916,0.9949894271832019
bottle,monkey,0.9964080819603636,1.0540174372763667
bottle,pig,1.0391455918431625,0.8945638278002691
bottle,puppy,0.9584848990392523,0.9925619239854342
bottle,spoon,1.0009327347534929,1.0190752197754436
bottle,train,0.9881041347443726,0.9439203894576964
bottle,truck,1.017495108012419,0.9983640639902955
bottle,water,1.0227814016756478,1.0525291991771204
car,apple,0.9308873444167108,0.9240984719248745
car,baby,1.0123672833214066,0.9046578076151485
car,ball,0.9989513016738731,1.0157287777590154
car,bear,0.9436356098122645,1.0116669109359893
car,block,0.9787135897166299,1.0877529336280622
car,book,0.9879565136782243,0.9259995616185984
car,bottle,1.0203672478693928,0.9671197261203427
car,cat,1.0442668070275354,1.016484628738819
car,chair,1.0034677741984086,1.067179405032671
car,cow,1.0327952096088973,1.0192405652806922
car,cup,1.0050699243796009,0.9782366202284262
car,dog,1.021059861756234,0.9945600305996888
car,duck,1.0083564253822284,0.8953172988046654
car,egg,1.002658100258347,0.9481312926344293
car,elephant,0.9917083625178639,0.9371274033284558
car,fish,1.0130602695085908,0.8802261354844128
car,frog,0.9884027292135101,1.0270497612043747
car,giraffe,0.9808393164216035,1.079261138616574
car,milk,0.9868783741838086,0.9407814518129117
car,monkey,0.9724842941105643,0.9643015839470184
car,pig,0.9965282925468828,0.9820458556596803
car,puppy,1.007146324018058,1.0207462441421111
car,spoon,0.9763878085217409,1.0382676229335446
car,train,1.000990394276331,0.9902230275357818
car,truck,0.9858584992536524,0.9674057229433806
car,water,0.9613180657423721,0.9701083226187689
cat,apple,0.9859936531817198,1.019517982738607
cat,baby,1.0071009391154409,0.9501177490578091
cat,ball,1.000725669896487,1.0110667047739654
cat,bear,0.9672235116837904,1.0521149725669157
cat,block,0.9931942191726173,1.0328951453793833
cat,book,1.0050129820861609,1.0188905399983759
cat,bottle,0.9964463505921958,1.097944270215689
cat,car,1.0442668070275354,1.016484628738819
cat,chair,1.009463662643414,0.9696022748155102
cat,cow,0.9973198057325481,0.973553470135199
cat,cup,1.0133147661373678,0.9991427173109806
cat,dog,1.0134363945375038,1.0400646399640276
cat,duck,0.9665288522419817,1.0498890285163862
cat,egg,1.0485449155988655,0.9556974765126061
cat,elephant,1.013758910667831,0.9940587264973385
cat,fish,1.0151095792921416,1.0281131491164808
cat,frog,1.0365009883530139,1.0496695487147572
cat,giraffe,0.9961084479088437,0.9764628096109551
cat,milk,0.988950045654783,0.8951377860551232
cat,monkey,1.003872063325781,0.9582169832306504
cat,pig,1.0179512725237085,1.0128467620739205
cat,puppy,1.0442630324241637,0.9932232976277501
cat,spoon,1.0248024862130265,1.0510328293685254
cat,train,0.9666254813317844,0.957948203573662
cat,truck,0.9940456076358661,1.053222907063001
cat,water,0.9698431013925582,0.9485993548225681
chair,apple,1.0310160626030807,1.0339871237498002
chair,baby,1.0397751247123268,1.010796102629142
chair,ball,0.9896907590671334,0.9733186721878281
chair,bear,1.0146079136688706,0.9978146100545747
chair,block,0.949407236158214,0.9756004254521181
chair,book,0.9935518102801763,0.9729200753755608
chair,bottle,0.996406400086854,1.0207790622028892
chair,car,1.0034677741984086,1.067179405032671
chair,cat,1.009463662643414,0.9696022748155102
chair,cow,1.0136291001399353,0.9665792961905054
chair,cup,0.976241094164985,1.0095495199985907
chair,dog,1.004397085277175,1.0434692136467705
chair,duck,0.9797375766882721,0.9343429906756165
chair,egg,1.0298574233350637,0.9387150786831175
chair,elephant,0.9823226004889315,1.0376657681676298
chair,fish,1.0113627319279577,0.9181394366815694
chair,frog,1.018520599838846,1.044733572177621
chair,giraffe,1.0012682550558814,1.0253831522713523
chair,milk,1.0116738548123108,1.0062110759572624
chair,monkey,1.0283896862602917,0.9662512091633032
chair,pig,1.0010434268074153,1.021293915724347
chair,puppy,0.9854474887845887,0.895981964522686
chair,spoon,0.9965521599955818,0.950354131855408
chair,train,0.9912690944970369,1.1180281055280676
chair,truck,1.0177645517728908,1.035099954684675
chair,water,0.9661238499454949,0.9998788278942754
cow,apple,1.026727442802356,1.035433039992267
cow,baby,0.9780608477919213,1.0880554454118982
cow,ball,0.9845571359683308,1.039718053171091
cow,bear,1.0280085557134682,0.8542656442833789
cow,block,1.0045667147694588,0.9662317534270957
cow,book,1.027408607630631,0.9905479376557863
cow,bottle,0.988558962888489,1.080440829733432
cow,car,1.0327952096088973,1.0192405652806922
cow,cat,0.9973198057325481,0.973553470135199
cow,chair,1.0136291001399353,0.9665792961905054
cow,cup,1.0133886928298579,0.9840712486006464
cow,dog,1.0097557126333911,0.9880992175533738
cow,duck,1.0261056170671443,0.9918103830162133
cow,egg,1.0049231353107935,1.00708381738713
cow,elephant,1.0077481267207598,0.9746835605139591
cow,fish,1.030813414188983,1.032160750750745
cow,frog,0.9887038665099739,0.9940783365148895
cow,giraffe,0.9776804939116942,0.9992466514712174
cow,milk,0.9921768874009693,1.0264399112438989
cow,monkey,1.0303214881603868,1.0135631784263637
cow,pig,0.9847354801378828,1.0159703647825433
cow,puppy,0.9792741964347186,0.934203548281446
cow,spoon,0.9977822623247435,1.073617197468373
cow,train,1.0112871558764052,0.9505501167398878
cow,truck,1.0266173848234825,0.9490614167114616
cow,water,1.0065473191730694,0.969159333453404
cup,apple,1.0101386334582734,0.9268279843131246
cup,baby,1.0069167390453668,1.0267242322963837
cup,ball,1.0034061976477842,1.0778173744725186
cup,bear,1.0523734412375516,0.9062493056455818
cup,block,1.0284923695257286,0.9227703737165118
cup,book,0.9844100882457609,1.0503382040602778
cup,bottle,1.0203251831686186,1.0158398996063864
cup,car,1.0050699243796009,0.9782366202284262
cup,cat,1.0133147661373678,0.9991427173109806
cup,chair,0.976241094164985,1.0095495199985907
cup,cow,1.0133886928298579,0.9840712486006464
cup,dog,1.0264283449344183,0.9169135821424649
cup,duck,0.9978430357697808,1.017784505502298
cup,egg,0.9776519329470429,0.9356620792288551
cup,elephant,1.0122005696465441,1.0048660198407662
cup,fish,0.9841727256930927,1.0523393127433698
cup,frog,0.9985239888988123,0.9681037270670653
cup,giraffe,1.0122153638336369,1.009942592234065
cup,milk,1.0073460696334315,0.8914190126602821
cup,monkey,1.0124736856980465,0.9481092159970014
cup,pig,1.0118414195711583,0.925118693324149
cup,puppy,1.0261978752502312,0.9823633207248296
cup,spoon,0.99238498257822,0.8954541250464183
cup,train,1.0231666087833708,1.0499306031405617
cup,truck,0.9806632836618965,0.9942449825295775
cup,water,0.9943835480735155,0.9131376176850754
dog,apple,1.007477114020135,0.9791389992206022
dog,baby,0.9859641027325144,1.0562623133070614
dog,ball,1.0179530121254419,1.0685384498953878
dog,bear,0.9618129935868676,0.9914405421115096
dog,block,0.9824315791870947,1.0361141548707957
dog,book,0.9987959939088994,1.0011492081399982
dog,bottle,1.0134357762356159,1.00106562122359
dog,car,1.021059861756234,0.9945600305996888
dog,cat,1.0134363945375038,1.0400646399640276
dog,chair,1.004397085277175,1.0434692136467705
dog,cow,1.0097557126333911,0.9880992175533738
dog,cup,1.0264283449344183,0.9169135821424649
dog,duck,0.9854240957510704,1.1146155334106629
dog,egg,1.0159337549366008,0.8965235137437092
dog,elephant,0.986472458264148,1.0582218082496504
dog,fish,0.9923299031890663,1.0156989085947725
dog,frog,0.9731056600235389,1.0079396227350952
dog,giraffe,1.0203756196161324,0.9936737995756054
dog,milk,1.0012794145453756,0.9451580956885521
dog,monkey,1.021834774689859,1.1157346896351874
dog,pig,0.9914361402050815,0.9990089956219737
dog,puppy,1.018352671530272,1.0409178287334673
dog,spoon,0.9908715073425093,0.9700075514168736
dog,train,1.0483945769791019,1.1077696531509427
dog,truck,0.9879806113729608,0.9746847616422355
dog,water,0.9986105015876068,1.10808787086569
duck,apple,0.9892466281441217,0.9890303122793492
duck,baby,1.0170086682797426,1.0531086128618634
duck,ball,0.9684665550746903,1.0732594836430622
duck,bear,0.9900527497146662,1.1037086624674308
duck,block,0.9929692282960797,0.926060704098282
duck,book,0.9963913263345547,0.899979603706206
duck,bottle,0.9742643395121714,1.0217043564608237
duck,car,1.0083564253822284,0.8953172988046654
duck,cat,0.9665288522419817,1.0498890285163862
duck,chair,0.9797375766882721,0.9343429906756165
duck,cow,1.0261056170671443,0.9918103830162133
duck,cup,0.9978430357697808,1.017784505502298
duck,dog,0.9854240957510704,1.1146155334106629
duck,egg,1.0062182374510054,1.0242396791180504
duck,elephant,0.9892940974704759,0.9709311360585756
