word,other,cos_image,cos_word
duck,fish,0.9882875059709438,0.9795358764446788
duck,frog,0.9852986369768991,1.027421603349544
duck,giraffe,0.986923099939813,1.0148624254260958
duck,milk,1.0466739520416029,1.1005403134445135
duck,monkey,0.983857113273636,1.0222004718245243
duck,pig,0.9805332099959051,0.8671662720659898
duck,puppy,0.9694744232944099,1.0881864317475618
duck,spoon,0.9819650245526413,0.9447682308224356
duck,train,0.9852800439306229,1.0158345071498525
duck,truck,1.0098335095264708,0.9354337923518429
duck,water,0.9995044352001906,0.8771178026893136
egg,apple,1.0179567538608965,0.8993147067944223
egg,baby,0.968931306382743,1.1194442948169137
egg,ball,0.9852225948954613,1.057146090209301
egg,bear,0.9695454198299409,0.9854799309717632
egg,block,0.9998409854817685,1.0382909095373327
egg,book,0.9944730458818851,0.9674128881228911
egg,bottle,0.9820467622607386,1.0796800192340712
egg,car,1.002658100258347,0.9481312926344293
egg,cat,1.0485449155988655,0.9556974765126061
egg,chair,1.0298574233350637,0.9387150786831175
egg,cow,1.0049231353107935,1.00708381738713
egg,cup,0.9776519329470429,0.9356620792288551
egg,dog,1.0159337549366008,0.8965235137437092
egg,duck,1.0062182374510054,1.0242396791180504
egg,elephant,1.026962793871559,0.991396496664041
egg,fish,0.9577442877380135,1.0511342872416944
egg,frog,0.9853114071198079,0.9391606756605904
egg,giraffe,0.9738513594470801,1.0205166964427137
egg,milk,1.0388123916714702,1.0315405106389708
egg,monkey,1.0232069676195028,1.0185806923270433
egg,pig,1.009905850583056,0.9711321318694899
egg,puppy,1.027669716752725,0.870898659591433
egg,spoon,1.0360816357713665,0.9799927929242607
egg,train,1.0125469889091763,0.9991688914011765
egg,truck,0.9870537561573831,1.0670756780142745
egg,water,1.010038483988876,1.103758595157676
elephant,apple,1.0124022878830061,1.047983242872318
elephant,baby,1.0055362896505793,1.0312177786578531
elephant,ball,0.9723062433019083,1.0081818242686713
elephant,bear,1.0095696588373555,1.0491051301459742
elephant,block,1.0196209213372383,1.055751273502915
elephant,book,0.9991095529474956,1.0125343708455028
elephant,bottle,0.9926497719032326,0.9967591038628436
elephant,car,0.9917083625178639,0.9371274033284558
elephant,cat,1.013758910667831,0.9940587264973385
elephant,chair,0.9823226004889315,1.0376657681676298
elephant,cow,1.0077481267207598,0.9746835605139591
elephant,cup,1.0122005696465441,1.0048660198407662
elephant,dog,0.986472458264148,1.0582218082496504
elephant,duck,0.9892940974704759,0.9709311360585756
elephant,egg,1.026962793871559,0.991396496664041
elephant,fish,0.9949179693788484,1.0021744244016715
elephant,frog,1.0160266064353152,0.9850946755799919
elephant,giraffe,0.9356156412910908,1.0372754743202386
elephant,milk,0.9853880544774354,1.0294443734985514
elephant,monkey,0.9563393414485531,1.1256443807688938
elephant,pig,1.0087212301947361,0.9707355999743605
elephant,puppy,1.0156544393552827,1.028054545598711
elephant,spoon,1.0214181237555313,1.0012234438418732
elephant,train,0.9900757295577935,0.9342255158905206
elephant,truck,1.0162937387976,1.0926411406949403
elephant,water,0.9744252198011356,0.9377349409523459
fish,apple,0.9869234299631203,1.0659498762581956
fish,baby,1.0271094819010664,0.8535047034648057
fish,ball,1.0046241390856823,0.9645761777329904
fish,bear,1.008878448784445,1.0645248892609747
fish,block,0.9899703049240404,1.0415344029795466
fish,book,0.9785580549210623,1.012523443126738
fish,bottle,1.0130267426488124,1.0487844243419442
fish,car,1.0130602695085908,0.8802261354844128
fish,cat,1.0151095792921416,1.0281131491164808
fish,chair,1.0113627319279577,0.9181394366815694
fish,cow,1.030813414188983,1.032160750750745
fish,cup,0.9841727256930927,1.0523393127433698
fish,dog,0.9923299031890663,1.0156989085947725
fish,duck,0.9882875059709438,0.9795358764446788
fish,egg,0.9577442877380135,1.0511342872416944
fish,elephant,0.9949179693788484,1.0021744244016715
fish,frog,1.004176514268304,1.0200865534570802
fish,giraffe,1.045504102984191,1.1302610765269352
fish,milk,1.037076147430391,0.9349821144176703
fish,monkey,1.0028427596838532,0.9837059604318175
fish,pig,1.0008773651301524,1.0443405800790226
fish,puppy,0.9984040133399207,0.9382891540148975
fish,spoon,0.9605060906204389,1.1051609944437724
fish,train,0.9645304388560554,1.1114159726547064
fish,truck,1.0375623743178948,0.910157176493861
fish,water,0.9805802442831832,0.9630868999103989
frog,apple,0.9875869105115549,1.0475045607849705
frog,baby,1.0005984472596836,1.122271563594134
frog,ball,0.9965784504624209,1.015923065507338
frog,bear,0.9454229265317439,0.9981572666224201
frog,block,1.0431358920797063,1.0503861373241863
frog,book,0.9751174326723911,0.96581200778587
frog,bottle,0.9829023645798008,0.923054082951386
frog,car,0.9884027292135101,1.0270497612043747
frog,cat,1.0365009883530139,1.0496695487147572
frog,chair,1.018520599838846,1.044733572177621
frog,cow,0.9887038665099739,0.9940783365148895
frog,cup,0.9985239888988123,0.9681037270670653
frog,dog,0.9731056600235389,1.0079396227350952
frog,duck,0.9852986369768991,1.027421603349544
frog,egg,0.9853114071198079,0.9391606756605904
frog,elephant,1.0160266064353152,0.9850946755799919
frog,fish,1.004176514268304,1.0200865534570802
frog,giraffe,0.9880925924286255,0.9476964744414783
frog,milk,1.020893676753213,0.8339373842130837
frog,monkey,0.9597615245243455,1.0230000098411889
frog,pig,0.9956709094656371,0.9520730835461314
frog,puppy,1.01391255884663,0.9570372641310887
frog,spoon,0.9864385745478121,0.9853767734175994
frog,train,1.045133290472856,1.052887671668328
frog,truck,0.9875216027198784,1.0009458642362563
frog,water,0.9897713830101591,1.042483352559622
giraffe,apple,1.038848561454207,0.9915998699669157
giraffe,baby,1.0534155629178537,1.0049048551219746
giraffe,ball,0.9966648853961212,0.9622596663594556
giraffe,bear,1.009178093185277,1.0379410707898429
giraffe,block,1.0006427112960898,0.99664310770411
giraffe,book,0.9931331965386598,0.9799395039968996
giraffe,bottle,1.0156168611410679,0.9204072859262105
giraffe,car,0.9808393164216035,1.079261138616574
giraffe,cat,0.9961084479088437,0.9764628096109551
giraffe,chair,1.0012682550558814,1.0253831522713523
giraffe,cow,0.9776804939116942,0.9992466514712174
giraffe,cup,1.0122153638336369,1.009942592234065
giraffe,dog,1.0203756196161324,0.9936737995756054
giraffe,duck,0.986923099939813,1.0148624254260958
giraffe,egg,0.9738513594470801,1.0205166964427137
giraffe,elephant,0.9356156412910908,1.0372754743202386
giraffe,fish,1.045504102984191,1.1302610765269352
giraffe,frog,0.9880925924286255,0.9476964744414783
giraffe,milk,1.0064213558441886,1.0230399721675272
giraffe,monkey,1.025372907773374,1.045010143746373
giraffe,pig,0.9858603917328213,0.9402664553543976
giraffe,puppy,1.0091120739410204,1.0553183252617657
giraffe,spoon,1.0399484511411246,1.0544843828210289
giraffe,train,0.9793927849800957,1.015481844481348
giraffe,truck,0.988164042350854,0.9245413668601239
giraffe,water,0.9820986408457978,0.9715620551049133
milk,apple,1.008376449687558,0.9822490548284751
milk,baby,1.0063721404498562,1.0325668166717288
milk,ball,0.9823797867112998,0.9830982555783208
milk,bear,1.009132575190691,1.0007843141754054
milk,block,0.986002953286921,1.0719680836234595
milk,book,0.9859541396521406,1.0037006557472783
milk,bottle,1.0442903917631916,0.9949894271832019
milk,car,0.9868783741838086,0.9407814518129117
milk,cat,0.988950045654783,0.8951377860551232
milk,chair,1.0116738548123108,1.0062110759572624
milk,cow,0.9921768874009693,1.0264399112438989
milk,cup,1.0073460696334315,0.8914190126602821
milk,dog,1.0012794145453756,0.9451580956885521
milk,duck,1.0466739520416029,1.1005403134445135
milk,egg,1.0388123916714702,1.0315405106389708
milk,elephant,0.9853880544774354,1.0294443734985514
milk,fish,1.037076147430391,0.9349821144176703
milk,frog,1.020893676753213,0.8339373842130837
milk,giraffe,1.0064213558441886,1.0230399721675272
milk,monkey,1.0215190496985638,0.8750533857963464
milk,pig,1.000379189604912,0.9851861342051602
milk,puppy,1.0227176614127125,1.0316172937986012
milk,spoon,1.0293215694945754,0.9121161547596267
milk,train,0.9928965899445008,1.028379945745996
milk,truck,0.9896418398714638,0.9106589449089325
milk,water,1.0427317626876305,1.0434875612940333
monkey,apple,0.962255279094974,0.9937301453291214
monkey,baby,1.0141250139973772,1.0066406934400194
monkey,ball,0.9773157147820913,0.897591205619938
monkey,bear,0.993255119772472,1.0532280743058215
monkey,block,0.9912310580264948,1.0254035162774449
monkey,book,0.9932533388570948,1.0312253005164589
monkey,bottle,0.9964080819603636,1.0540174372763667
monkey,car,0.9724842941105643,0.9643015839470184
monkey,cat,1.003872063325781,0.9582169832306504
monkey,chair,1.0283896862602917,0.9662512091633032
monkey,cow,1.0303214881603868,1.0135631784263637
monkey,cup,1.0124736856980465,0.9481092159970014
monkey,dog,1.021834774689859,1.1157346896351874
monkey,duck,0.983857113273636,1.0222004718245243
monkey,egg,1.0232069676195028,1.0185806923270433
monkey,elephant,0.9563393414485531,1.1256443807688938
monkey,fish,1.0028427596838532,0.9837059604318175
monkey,frog,0.9597615245243455,1.0230000098411889
monkey,giraffe,1.025372907773374,1.045010143746373
monkey,milk,1.0215190496985638,0.8750533857963464
monkey,pig,0.995980408695518,1.0390066879012596
monkey,puppy,1.0183623993134097,0.9578909914647018
monkey,spoon,0.9802639783596364,0.9798116393720746
monkey,train,1.0232909862940565,0.9140728386836626
monkey,truck,1.0085593821211893,1.0300957292833859
monkey,water,1.0040073709652595,0.9479073029168238
pig,apple,1.0005752213782169,0.9235733171982872
pig,baby,0.9938605224965245,1.0381563643106406
pig,ball,0.975457834886937,0.9363065239170035
pig,bear,1.0311717294104035,0.9749318079139866
pig,block,1.035099918413517,0.9394154681273852
pig,book,1.0055740468254852,0.9155459672564802
pig,bottle,1.0391455918431625,0.8945638278002691
pig,car,0.9965282925468828,0.9820458556596803
pig,cat,1.0179512725237085,1.0128467620739205
pig,chair,1.0010434268074153,1.021293915724347
pig,cow,0.9847354801378828,1.0159703647825433
pig,cup,1.0118414195711583,0.925118693324149
pig,dog,0.9914361402050815,0.9990089956219737
pig,duck,0.9805332099959051,0.8671662720659898
pig,egg,1.009905850583056,0.9711321318694899
pig,elephant,1.0087212301947361,0.9707355999743605
pig,fish,1.0008773651301524,1.0443405800790226
pig,frog,0.9956709094656371,0.9520730835461314
pig,giraffe,0.9858603917328213,0.9402664553543976
pig,milk,1.000379189604912,0.9851861342051602
pig,monkey,0.995980408695518,1.0390066879012596
pig,puppy,0.9700268460048198,0.997521362663359
pig,spoon,1.0098031230574076,1.0234828600826191
pig,train,0.9932723867165031,0.9879098046653237
pig,truck,0.9723467700896331,0.9620704952594773
pig,water,0.9880302616280584,0.9968386723112793
puppy,apple,0.9681389679503764,1.0419788146845694
puppy,baby,0.9963017844701691,0.9746824197893666
puppy,ball,0.9675827845566588,1.028803637436824
puppy,bear,0.985207844351364,0.9511035358932795
puppy,block,1.0410650464827502,0.9849714198377205
puppy,book,0.980335524407286,0.976361719768129
puppy,bottle,0.9584848990392523,0.9925619239854342
puppy,car,1.007146324018058,1.0207462441421111
puppy,cat,1.0442630324241637,0.9932232976277501
puppy,chair,0.9854474887845887,0.895981964522686
puppy,cow,0.9792741964347186,0.934203548281446
puppy,cup,1.0261978752502312,0.9823633207248296
puppy,dog,1.018352671530272,1.0409178287334673
puppy,duck,0.9694744232944099,1.0881864317475618
puppy,egg,1.027669716752725,0.870898659591433
puppy,elephant,1.0156544393552827,1.028054545598711
puppy,fish,0.9984040133399207,0.9382891540148975
puppy,frog,1.01391255884663,0.9570372641310887
puppy,giraffe,1.0091120739410204,1.0553183252617657
puppy,milk,1.0227176614127125,1.0316172937986012
puppy,monkey,1.0183623993134097,0.9578909914647018
puppy,pig,0.9700268460048198,0.997521362663359
puppy,spoon,0.9945784791420058,0.9155138410891402
puppy,train,0.9852920845800608,0.9450846339679688
puppy,truck,1.0285035703875893,1.0345291783843025
puppy,water,1.0375984060060957,0.9378678750869184
spoon,apple,0.9998409711186295,0.9556221009157742
spoon,baby,1.012809490209084,0.9948380511548915
spoon,ball,1.002793913866584,1.0726824656217044
spoon,bear,1.0055482232386501,0.9809321390641498
spoon,block,1.0180216704434049,1.0127905316761177
spoon,book,0.9848587413788384,0.9614769014578546
spoon,bottle,1.0009327347534929,1.0190752197754436
spoon,car,0.9763878085217409,1.0382676229335446
spoon,cat,1.0248024862130265,1.0510328293685254
spoon,chair,0.9965521599955818,0.950354131855408
spoon,cow,0.9977822623247435,1.073617197468373
spoon,cup,0.99238498257822,0.8954541250464183
spoon,dog,0.9908715073425093,0.9700075514168736
spoon,duck,0.9819650245526413,0.9447682308224356
spoon,egg,1.0360816357713665,0.9799927929242607
spoon,elephant,1.0214181237555313,1.0012234438418732
spoon,fish,0.9605060906204389,1.1051609944437724
spoon,frog,0.9864385745478121,0.9853767734175994
spoon,giraffe,1.0399484511411246,1.0544843828210289
spoon,milk,1.0293215694945754,0.9121161547596267
spoon,monkey,0.9802639783596364,0.9798116393720746
spoon,pig,1.0098031230574076,1.0234828600826191
spoon,puppy,0.9945784791420058,0.9155138410891402
spoon,train,0.9962937171446562,0.93182836506955
spoon,truck,1.0123493370163592,0.9315587806137937
spoon,water,1.002763222879779,0.9498176963294898
train,apple,1.0116489009768321,1.013149131228758
train,baby,1.0190784133586577,0.9227147967378907
train,ball,0.9535825931780809,0.9440305682992078
train,bear,1.0170534099440631,1.0500928324296077
train,block,1.0393746928647456,0.9834993724141153
train,book,0.9738070280659603,1.0033835564718128
train,bottle,0.9881041347443726,0.9439203894576964
train,car,1.000990394276331,0.9902230275357818
train,cat,0.9666254813317844,0.957948203573662
train,chair,0.9912690944970369,1.1180281055280676
train,cow,1.0112871558764052,0.9505501167398878
train,cup,1.0231666087833708,1.0499306031405617
train,dog,1.0483945769791019,1.1077696531509427
train,duck,0.9852800439306229,1.0158345071498525
train,egg,1.0125469889091763,0.9991688914011765
train,elephant,0.9900757295577935,0.9342255158905206
train,fish,0.9645304388560554,1.1114159726547064
train,frog,1.045133290472856,1.052887671668328
train,giraffe,0.9793927849800957,1.015481844481348
train,milk,0.9928965899445008,1.028379945745996
train,monkey,1.0232909862940565,0.9140728386836626
train,pig,0.9932723867165031,0.9879098046653237
train,puppy,0.9852920845800608,0.9450846339679688
train,spoon,0.9962937171446562,0.93182836506955
train,truck,1.0033514990047787,0.9837210940936449
train,water,1.0112323828269267,0.9682520913550476
truck,apple,1.013616484095727,1.0719261098555768
truck,baby,0.9922516194474562,0.9495153533403295
truck,ball,1.0224530960934932,0.9775747824554745
truck,bear,1.0013453100057272,0.9782433397156836
truck,block,1.0221745449228299,0.9371624368700975
truck,book,0.9694725883174397,1.049095088555449
truck,bottle,1.017495108012419,0.9983640639902955
truck,car,0.9858584992536524,0.9674057229433806
truck,cat,0.9940456076358661,1.053222907063001
truck,chair,1.0177645517728908,1.035099954684675
truck,cow,1.0266173848234825,0.9490614167114616
truck,cup,0.9806632836618965,0.9942449825295775
truck,dog,0.9879806113729608,0.9746847616422355
truck,duck,1.0098335095264708,0.9354337923518429
truck,egg,0.9870537561573831,1.0670756780142745
truck,elephant,1.0162937387976,1.0926411406949403
truck,fish,1.0375623743178948,0.910157176493861
truck,frog,0.9875216027198784,1.0009458642362563
truck,giraffe,0.988164042350854,0.9245413668601239
truck,milk,0.9896418398714638,0.9106589449089325
truck,monkey,1.0085593821211893,1.0300957292833859
truck,pig,0.9723467700896331,0.9620704952594773
truck,puppy,1.0285035703875893,1.0345291783843025
truck,spoon,1.0123493370163592,0.9315587806137937
truck,train,1.0033514990047787,0.9837210940936449
truck,water,1.0090791029821136,1.0713213515304756
water,apple,1.0061239026907756,1.0012431808598556
water,baby,0.9978699217122837,0.8901755254197689
water,ball,0.9912807676304245,0.9397896829436109
water,bear,0.9919742370534682,0.999017236761024
water,block,1.012288712871677,0.9634229924489904
water,book,0.9935881115313159,0.9578510887086797
water,bottle,1.0227814016756478,1.0525291991771204
water,car,0.9613180657423721,0.9701083226187689
water,cat,0.9698431013925582,0.9485993548225681
water,chair,0.9661238499454949,0.9998788278942754
water,cow,1.0065473191730694,0.969159333453404
water,cup,0.9943835480735155,0.9131376176850754
water,dog,0.9986105015876068,1.10808787086569
water,duck,0.9995044352001906,0.8771178026893136
water,egg,1.010038483988876,1.103758595157676
water,elephant,0.9744252198011356,0.9377349409523459
water,fish,0.9805802442831832,0.9630868999103989
water,frog,0.9897713830101591,1.042483352559622
water,giraffe,0.9820986408457978,0.9715620551049133
water,milk,1.0427317626876305,1.0434875612940333
water,monkey,1.0040073709652595,0.9479073029168238
water,pig,0.9880302616280584,0.9968386723112793
water,puppy,1.0375984060060957,0.9378678750869184
water,spoon,1.002763222879779,0.9498176963294898
water,train,1.0112323828269267,0.9682520913550476
water,truck,1.0090791029821136,1.0713213515304756
